RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Latitude,Longitude,PlaceNotes,Classification,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,ClassificationNotes,Language,LanguageNotes,TextNeeded,NoKnownText,Fragment,Source,SourceOther,Edition,EditionOther,SourceNotes,TranscriptionNotes,BaseText,OCR,Transcription,GeneralNotes,BiblioRefs
89,1333,1333,,,,,Prague,Prague,Mainz,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,John IV of Dražice,Jan IV z Dražic,1301,1343,,,Latin,,,,,,,"Polc, 106-7",,,Reviewed ,Hard Copy Scan,Yes,,,
90,1343,1343,10,18,,,Prague,Prague,Mainz,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,,Latin,,,,,,,"Polc, 109-14",,,Reviewed ,Hard Copy Scan,Yes,,,
91,1349,1349,11,12,,11-12 November; misdated 1355 in Hartzheim,Prague,Prague,Prague,Czech Republic,,,,50.087136,14.420672,Prague elevated to metropolitan see in 1349,Provincial,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,,Latin,,,,,,,Polc 115-64,"Hartzheim IV, 381-407",,In Process,Hard Copy Scan,Yes,,,
92,1353,1353,10,18,,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Abstract/Abbreviation,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,,Latin,,,,,,,"Polc, 164-68",,,Reviewed ,Hard Copy Scan,Yes,,,
93,1355,1355,10,18,,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,,Latin,,,,,,,Polc 174-77,,,Completed,Hard Copy Scan,Yes,,,
94,1360,1360s (?),,,Yes,,Prague,Prague,Prague,Czech Republic,,,,50.087136,14.420672,,Provincial,,,,,,,Latin,,,,,,,Polc 180-86,,,In Process,Hard Copy Scan,Yes,,,
95,1362,1362/1363,,,Yes,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,Ernest of Pardubice,Arnošt z Pardubic,1343,1364,,,Latin,,,,,,,Polc 186-88,,,Reviewed ,Hard Copy Scan,Yes,,,
96,1366,1366,,,,,Prague,Prague,Prague,Czech Republic,,,,50.087136,14.420672,,Provincial,,,,,,,Latin,,,,,,,"Polc, 193-94",,Two distinct redactions survive; these are placed in parallel columns in edition,Reviewed ,Hard Copy Scan,Yes,,,
97,1375,1374x1378 (?),,,Yes,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,"Polc, 206-08",,,Reviewed ,Hard Copy Scan,Yes,,,
98,1377,1377,6,16,,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,Polc 209-10,,,Reviewed ,Hard Copy Scan,Yes,,,
99,1381,1381,4,29,,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,Polc 213-18,,,Reviewed ,Hard Copy Scan,Yes,,,
100,1381,1381,,,,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,Polc 218-20,,,Reviewed ,Hard Copy Scan,Yes,,,
101,1386,1386/1387,,,Yes,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,Polc 234-37,,,Reviewed ,Hard Copy Scan,Yes,Two different redactions printed alongside each other; transcription here follows the the N/T textual tradition.,,
102,1387,1387,10,18,,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,"Polc, 239-43",,,Reviewed ,Hard Copy Scan,Yes,Two slightly different redactions printed alongside each other; H textual tradition used for transcription,,
103,1395,bef. 1395 (?),,,Yes,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,"Polc, 263",,,Reviewed ,Hard Copy Scan,Yes,,,
104,1404,1404,6,15,,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,Polc 269-72,,,Reviewed ,Hard Copy Scan,Yes,,,
105,1405,1405,,,,,Prague,Prague,Prague,Czech Republic,,,,50.087136,14.420672,,Provincial,,,,,,,Latin,,,,,,,Polc 275-78,,,Reviewed ,Hard Copy Scan,Yes,,,
106,1406,1406,6,15,,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,Polc 278-81,,,Reviewed ,Hard Copy Scan,Yes,,,
107,1406,1406,10,18,,,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,Polc 281-82,,,Reviewed ,Hard Copy Scan,Yes,,,
108,1409,1409 (ca.),10,18,Yes,date not certain,Prague,Prague,Prague,Czech Republic,D562,,,50.087136,14.420672,,Diocesan,,,,,,,Latin,,,,,,,Polc 290-91,,,Reviewed ,Hard Copy Scan,Yes,,,
109,1231,1231,,,,,Château-Gontier ,Tours,Tours,France,,,,47.828611,-0.702778,,Provincial,,,,,,,Latin,,,,,,,"Avril, Tours, 140-155",,,Reviewed ,Hard Copy Scan,Yes,,,
110,1279,1279,6,25,,,Wrocław,Wrocław,Gniezno,Poland,D537,,,51.116667,17.033333,,Diocesan,Thomas of Wrocław,,1232,1268,,,Latin,,,,,,,"Sawicki X, 330-333",,,Reviewed ,Library ScanHard Copy Scan,Yes,,,
111,1406,1406,10,16,,,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,"Breslau, Vratislav",Diocesan,Wenceslaus II,,1382,1417,,,Latin,,,,,,,"Sawicki X, 358-83",,"is this the synod given as 1416 in Hartzheim, Concilia V, 152-160 (20cc)?",Not Started,Library ScanHard Copy Scan,Yes,,,
112,1446,1446,,,,,Wrocław,Wrocław,Gniezno,Poland,D537,,,51.116667,17.033333,,Diocesan,Conrad,,,,,,Latin,,,,,,,"Sawicki X, 446-68","Hartzheim, Concilia V, 288-301",,Not Started,Library ScanHard Copy Scan,Yes,,,
113,1398,1398/1423,,,Yes,either 1398 or 1423,Płock,Płock,Gniezno ,Poland,D596,,,52.55,19.7,,Diocesan,Jakub z Korzkwi,,1396,1425,,,Latin,,,,,,,"Sawicki, VI, 181-263",,Two different versions survive; this is the version given in the left-hand column of the Sawicki edition (see also ID 1653),Reviewed ,Hard Copy Scan,,,,
114,1410,1407x1411,,,Yes,,Gniezno ,Gniezno ,Gniezno ,Poland,,,,52.533333,17.6,,Provincial,,,,,,,,,,,,,,"Sawicki, V, 257-68",,,Not Started,,,,,
115,1420,1420x1426,,,Yes,after 26 September 1420; at latest 1426,Poznan ,Poznan ,Gniezno,Poland,D595,,,52.4,16.916667,,Diocesan,Andrew Laskary of Gosławice ,,1414,1426,,,,,,,,,,"Sawicki, VII,  143-61",,,Not Started,,,,,
116,1415,1415,,,,,Przemyśl ,Przemyśl ,Halyč,Poland,,,,49.783333,22.783333,,Diocesan,,,,,,,,,,,,,,"Sawicki, VIII, 125-142",,,Not Started,,,,,
117,1289,1289,,,,,Vienne,Vienne,Vienne,France,,,,45.524167,4.878056,,Provincial,,,,,,,Latin,,,,,,,"Boisset, Concile, 219-325",,,Reviewed ,Hard Copy Scan,,,,
118,1282,1282,,,,,Kromĕříž,Olomouc,Prague,Czech Republic,D563,,,49.298889,17.393056,,Diocesan,Theoderic of Hradec,,,,,,Latin,,,,Yes,,,"Krafl, Synody, 250-53 [A2]",,,Reviewed ,Hard Copy Scan,Yes,,,
119,1413,1413,,,,,Vyškov ,Olomouc,Prague,Czech Republic,D563,,,49.26667,16.98333,,Diocesan,Wenceslas Králík of Buřenice,,,,,Bp of Olomouc was also titular patriarch of Antioch,,,,,,,,"Krafl, Synody, 316-68 [A6]",,,Not Started,,,,,
120,1461,1461,,,,,Kromĕříž,Olomouc,Prague,Czech Republic,D563,,,49.298889,17.393056,Place uncertain; Unclear whether synod was held in conjunction with issuing of new statutes,Diocesan,Prothasius of Boskovice,Tas,1459,1482,,issued by bishop but not published at a synod,,,,,,,,"Krafl, Synody, 369-92 [A9]",,,Not Started,,,,,
121,1288,1288,,,,,Liège ,Liège ,Cologne,Belgium,D539,,,50.633333,5.566667,,Diocesan,Jean de Flandre,,1282,1292,,,Latin,,,,,,,"Avril, ed., 1288 Statuts ",,,Reviewed ,Hard Copy Scan,Yes,,,
122,1236,1236,,,,,Tours,Tours,Tours,France,,,,47.393611,0.689167,,Provincial,Juhel de Mathefelon,Juhellus,1229,1244,,,Latin,,,,,,,"Avril, Tours, 158-65",,,Reviewed ,Hard Copy Scan,Yes,,,
123,1276,1276,8,31,,,Saumur,,Tours,France,,,,47.26,-0.076944,,Provincial,Jean de Montsoreau,,,,,,Latin,,,,,,,"Avril, Tours, 252-62","Mansi, 24, 159-166",,Reviewed ,Hard Copy Scan,Yes,,,
124,1282,1282,8,1,,,Tours,Tours,Tours,France,,,,47.393611,0.689167,,Provincial,,,,,,,Latin,,,,,,,"Avril, Tours, 279-288",,,Reviewed ,Hard Copy Scan,Yes,,,
125,1262,1262,,,,Pentecostal synod,Angers,Angers,Tours,France,D441,,,47.473612,-0.554167,,Diocesan,Nicolas Gellent,Nicholaus Gelant,1260,1291,,,Latin,,,,,,,"Avril, Statuts, III, 76-81",,,Reviewed ,Hard Copy Scan,Yes,,,
126,1265,1265,,,,Pentecostal synod,Angers,Angers,Tours,France,D441,,,47.473612,-0.554167,,Diocesan,Nicolas Gellent,Nicholaus Gelant,1260,1291,,,Latin,,,,,,,"Avril, Statuts, III, 88-92",,,Reviewed ,Hard Copy Scan,Yes,,,
127,1274,1274,10,18,,Feast of Saint Luke,Angers,Angers,Tours,France,D441,,,47.473612,-0.554167,,Diocesan,Nicolas Gellent,Nicholaus Gelant,1260,1291,,,Latin,,,,,,,"Avril, Statuts, III, 122-125",,,Reviewed ,Hard Copy Scan,Yes,,,
128,1294,1294,,,, following council of Saumur in October 1294,Angers,Angers,Tours,France,D441,,,47.473612,-0.554167,,Other,Guillaume le Maire,Guillermus Major,1291,1317,,,Latin,,,,,,,"Avril, Statuts, III, 174-181",,,Reviewed ,Hard Copy Scan,Yes,,,
129,1279,1279,5,4,,,Pont-Audemer ,Evreux,Rouen,France,,,,49.355,0.514722,,Provincial,,,,,,,Latin,,,,,,,"Bessin, Concilia Rotomagensis provinciae, I, 149-61","Mansi 24, 219-32",https://books.google.com/books?id=0SGIk69vxS0C,Reviewed ,GoogleBooksWebDownload,,,,
130,1308,1308,11,26,,,Auch,Auch,Auch,France,,,,43.6465,0.5855,,Provincial,,,,,,,Latin,,,,,,,"Duffour, Livre Rouge, 1.66-69","Mansi 25, col 199;",http://books.google.com/books?id=mstTAAAAYAAJ,Reviewed ,GoogleBooksWebDownload,Yes,,,
131,1329,1329,9,15,,Sept 11-15,Compiègne ,,Reims,France,,,,49.4149,2.823056,,Provincial,Guillaume de Trie,,,,,,Latin,,,,,,,"Gousset, APER II, 531-34","Mansi 25, cols 877-882",,Reviewed ,WebDownload,,,,
132,1255,1255,5,8,,,Béziers,Béziers,Narbonne,France,,,,43.347615,3.218991,,Provincial,Guillaume,,,,,,Latin,,,,,,,"Mansi 23, cols. 875-884",,,Reviewed ,GoogleBooksData Capture,,,,
133,1322,1322,2,28,,,Bonn,Cologne,Cologne,Germany,D538,,,50.733889,7.099722,,Diocesan,Heinrich von Virneburg,,1304,1332,,,,,,,,,,"Janssen, Unbekannte, 131-33",,,Not Started,Library Scan,,,,
134,1329,1329,,,,,Bonn,Cologne,Cologne,Germany,D538,,,50.733889,7.099722,,Diocesan,Heinrich von Virneburg,,1304,1332,,,Latin,,,,,,,"Janssen, Unbekannte, 140-42",,,Not Started,Library Scan,,,,
135,1362,1362,10,12,,,Aix-en-Provence,Aix-en-Provence,Aix-en-Provence,France,,,,43.531127,5.454025,,Unclear,Johannes Peissoni,,,,,,Latin,,,,,,,"Albanes, Gallia Christiana nov, Province d’Aix, p64-65 [Instrumenta Ecclesiae Aquensis, no. 57]",,,Reviewed ,GoogleBooksWebDownload,,https://books.google.com/books?id=Im07AQAAMAAJ,,
136,1305,1305,2,,,,Auch,Auch,Auch,France,,,,43.6465,0.5855,,Provincial,,,,,,,Latin,,,,,,,"Duffour, Livre Rouge, 57-66",,http://books.google.com/books?id=mstTAAAAYAAJ,Reviewed ,GoogleBooksWebDownload,Yes,,,
137,1310,1310 (?),,,Yes,"reference on p93 to institutione novissima domini Bonifacii pape VIII, together with reference on p25 to provincial constitutions of 1308, seems to place it ca. 1310 (rather than 1304, as given in Pontal repertoire)",Auch,Auch,Auch,France,D350,,,43.6465,0.5855,,Diocesan,,,,,,,Latin,,,,,,,"Duffour, Livre Rouge, pp71-102",,http://books.google.com/books?id=mstTAAAAYAAJ,Reviewed ,GoogleBooksWebDownload,Yes,,,
138,1383,1383,,,,,Auch,Auch,Auch,France,D350,,,43.6465,0.5855,,Diocesan,,,,,,,Latin,,,,,,,"Duffour, Livre Rouge, pp 261-75 ",,http://books.google.com/books?id=mstTAAAAYAAJ,Reviewed ,GoogleBooksWebDownload,Yes,,,
139,1286,1286,,,,,Autun,Autun,Lyon,France,D396,,,46.951667,4.299444,,Diocesan,Hugues d'Arcy,,1286,1298,,,Latin,,,,,,,"Martene, Thes, IV, coll. 467-80","Mansi, 22, coll 287-306",,Reviewed ,GoogleBooksData Capture,,,,
140,1299,1299,11,13,,,Autun,Autun,Lyon,France,D396,,,46.951667,4.299444,,Diocesan,Barthelemy,,1298,1308,,,Latin,,,,,,,"Martene, Thes, IV, coll. 480-90","Mansi 22, coll 307-22",,Reviewed ,GoogleBooksData Capture,,,,
141,1300,1300,11,11,,,Autun,Autun,Lyon,France,D396,,,46.951667,4.299444,,Diocesan,Barthelemy,,1298,1308,,,Latin,,,,,,,"Martene, Thes, IV, coll. 490-91",,,Reviewed ,GoogleBooksData Capture,,,,
142,1301,1301,11,10,,,Autun,Autun,Lyon,France,D396,,,46.951667,4.299444,,Diocesan,Barthelemy,,1298,1308,,,Latin,,,,,,,"Martene, Thes, IV, coll. 491-93",,,Reviewed ,GoogleBooksData Capture,,,,
143,1315,1315,5,27,,,Autun,Autun,Lyon,France,D396,,,46.951667,4.299444,,Diocesan,Elie Guidonis,Elias Guidonis,1309,1322,,,Latin,,,,,,,"Martene, Thes, IV, coll. 493-94",,,Reviewed ,GoogleBooksData Capture,,,,
144,1316,1316,,,,,Autun,Autun,Lyon,France,D396,,,46.951667,4.299444,,Diocesan,Elie Guidonis,Elias Guidonis,1309,1322,,,Latin,,,,,"Paris, BnF lat 10411, fol. 32rv (17th-c copy of lat. 3701)","Paris, BnF lat 3701, fol. 140v-141; ","Martene, Thes, IV, coll. 494-95",,"digitized http://gallica.bnf.fr/ark:/12148/btv1b90666835/f67.item.zoomMSS contain one article (""X: Item inhibet dominus episcopus ne alique persone littere super sententiis latis pro contumacia emanate per XVI dies a tempore quo fuerint impetrate nec petite executioni mandari ex tunc aliquatenus executioni mandantur"") that does not appear in the editions",Reviewed ,GoogleBooksData CaptureDigital MS,,,,
145,1317,1317,11,11,,,Autun,Autun,Lyon,France,D396,,,46.951667,4.299444,,Diocesan,Elie Guidonis,Elias Guidonis,1309,1322,,,Latin,,,,,,,"Martene, Thes, IV, coll. 495-98",,,Reviewed ,GoogleBooksData Capture,,,,
146,1322,1322,11,12,,,Autun,Autun,Lyon,France,D396,,,46.951667,4.299444,,Diocesan,Pierre Bertrand,,1322,1331,,,Latin,,,,,,,"Martene, Thes, IV, coll. 498-500",,,Reviewed ,GoogleBooksData Capture,,,,
147,1323,1323,,,,,Autun,Autun,Lyon,France,D396,,,46.951667,4.299444,,Diocesan,Pierre Bertrand,,1322,1331,,,Latin,,,,,,,"Martene, Thes, IV, coll. 500-503",,,Reviewed ,GoogleBooksData Capture,,,,
148,1337,1337,5,7,,,Avignon,Avignon,Aix-en-Provence,France,D342,,,43.95,4.817,,Diocesan,Jean de Cojordan,,1336,1348,,,Latin,,,,,,,"Martene, Thes, IV, cols. 559-64",,,Reviewed ,GoogleBooksData Capture,,,,
149,1337,1337,10,,,,Avignon,Avignon,Aix-en-Provence,France,D342,,,43.95,4.817,,Diocesan,Jean de Cojordan,,1336,1348,,,Latin,,,,,,,"Martene, Thes, IV, cols. 555-59",,,Reviewed ,GoogleBooksData Capture,,,,
150,1340,1340,10,,,,Avignon,Avignon,Aix-en-Provence,France,D342,,,43.95,4.817,,Diocesan,Jean de Cojordan,,1336,1348,,,Latin,,,,,,,"Martene, Thes, IV, cols. 564-65",,,Reviewed ,GoogleBooksData Capture,,,,
151,1341,1341,10,17,,,Avignon,Avignon,Aix-en-Provence,France,D342,,,43.95,4.817,,Diocesan,Jean de Cojordan,,1336,1348,,,Latin,,,,,,,"Martene, Thes, IV, cols. 565-68",,,Reviewed ,GoogleBooksData Capture,,,,
152,1344,1344,10,13,,,Avignon,Avignon,Aix-en-Provence,France,D342,,,43.95,4.817,,Diocesan,Jean de Cojordan,,1336,1348,,,Latin,,,,,,,"Martene, Thes, IV, cols. 568-69",,,Reviewed ,GoogleBooksData Capture,,,,
153,1345,1345,10,12,,,Avignon,Avignon,Aix-en-Provence,France,D342,,,43.95,4.817,,Diocesan,Jean de Cojordan,,1336,1348,,,Latin,,,,,,,"Martene, Thes, IV, cols. 569-70",,,Reviewed ,GoogleBooksData Capture,,,,
154,1365,1365,10,15,,,Avignon,Avignon,Aix-en-Provence,France,D342,,,43.95,4.817,,Diocesan,Anglic de Grimoard,Anglicus Grimoard,1362,1366,Yes,issued by vicar,Latin,,,,,,,"Martene, Thes, IV, cols. 571-74",,,Reviewed ,GoogleBooksData Capture,,,,
155,1366,1366,,,,,Avignon,Avignon,Aix-en-Provence,France,D342,,,43.95,4.817,,Diocesan,Urban V,,1366,1367,Yes,"issued by Arnaud Aubert, vicar general of diocese for Pope Urban V (who is administrator of diocese)",Latin,,,,,,,"Martene, Thes, IV, cols. 574-76",,,Reviewed ,GoogleBooksData Capture,,,,
156,1297,1297 (ca.),11,,Yes,,Basel,Basel,Besançon,Switzerland,D362,,,47.567,7.583,,Diocesan,Pierre d'Aspelt,,1297,1306,,,Latin,,,,,,,"Trouillat, Monuments de l’histoire, II, 655-65","Concile provincial de Besancon, ed. de Vregille, 35-38",http://books.google.com/books?vid=HARVARD32044050528892,Reviewed ,GoogleBooksWebDownload,,,,
157,1299,1299,,,,,Basel,Basel,Besançon,Switzerland,D362,,,47.567,7.583,,Diocesan,Pierre d'Asphelt,,,,,,Latin,,,,,,,"Trouillat, Monuments de l’histoire, II, 679-89",,https://books.google.com/books?id=Pu4CAAAAQAAJ,Reviewed ,GoogleBooksWebDownload,,,,
158,1430,1430,,,,,Besançon,Besançon,Besançon,France,D361,,,47.233611,6.030556,,Diocesan,,,,,,,Latin,,,,,"Besancon, Arch.Dioc., MS D 1","Paris BnF lat 10736, fol 38-48v",,,Have scan of microfilm of BnF MS,Not Started,Digital MS,,,,
159,1342,1342,,,,confirmed in 1368,Béziers,Béziers,Narbonne,France,D407,,,43.347615,3.218991,,Diocesan,Guillaume Fredol,Guilhaume V Fredol,1313,1349,,,Latin,,,,,,,"Martene, Thes IV, 639-52",,,Reviewed ,GoogleBooksData Capture,,,,
160,1369,1369,4,17,,,Béziers,Béziers,Narbonne,France,D407,,,43.347615,3.218991,,Diocesan,Hugues de la Jugie,,1349,1371,,,Latin,,,,,,,"Martene, Thes IV, 659-60",,,Reviewed ,GoogleBooksData Capture,,,,
161,1318,1318 (ca.),,,Yes,,Cahors,Cahors,Bourges,France,D383,,,44.448333,1.441389,,Diocesan,,,,,,,Latin,,,,,,,"Martene, Thes, IV, 671-768","Mansi, 24, coll 964-1056 & Suppl. t. 3, coll. 135-232 ",,Not Started,GoogleBooks,,,,
162,1270,1270 (ca.),,,Yes,"Dating not certain, but it must have been very close to 1270 (see Avril, Bourges, 403)",Carcassonne,Carcassonne,Narbonne,France,D402,,,43.21306,2.352028,,Liber Synodalis,Bernard de Capendu,,1267,1278,,,Latin,,,,,,,"Avril, Statuts, VI, 412-50",,,Reviewed ,Hard Copy Scan,Yes,,,
163,1277,1277,4,6,,,Carcassonne,Carcassonne,Narbonne,France,D402,,,43.21306,2.352028,,Other,Bernard de Capendu,,1267,1278,,Episcopal mandate,Latin,,,,,"Paris BnF lat 1613, fol 45v",,"Avril, Statuts, VI, 454",,[MF 2267] [R 62981] [downloaded from BnF],Reviewed ,Hard Copy ScanDigital MS,Yes,,,
164,1297,1297,11,5,,,Carcassonne,Carcassonne,Narbonne,France,D402,,,43.21306,2.352028,,Diocesan,Petrus de Capella,Pierre de la Chapelle-Taillefert,1291,1298,,,Latin,,,,,"Paris BnF lat 1613, fols 46v-48v",,"Avril, Statuts VI, 456-460",,[MF 2267] [R 62981] [downloaded from BnF],Reviewed ,Hard Copy ScanDigital MS,Yes,,,
165,1299,1299,11,26,,,Carcassonne,Carcassonne,Narbonne,France,D402,,,43.21306,2.352028,,Diocesan,Jean de Chevry,,,,,,Latin,,,,,"Paris BnF lat 1613, fols 48v-49v, 50-51v",,"Avril, Statuts, VI, 461-463",,[MF 2267] [R 62981],Reviewed ,Hard Copy ScanDigital MS,Yes,,,
166,1321,1321,11,3,,,Carcassonne,Carcassonne,Narbonne,France,D402,,,43.21306,2.352028,,Diocesan,Pierre de Rochefort,Pierre de Roquefort,1300,1322,,,Latin,,,,,"Paris BnF lat 1613, fols 66r-70","BAV Vat Lat 9868,  f. 276r-277r (partial)",,,[MF 2267] [R 62981],Reviewed ,Digital MS,,"Transcription by Jasmin Hauck (completed 25 April 2018), with readings of Paris MS checked against Vatican transcription.",,
167,1342,1342,11,5,,,Carcassonne,Carcassonne,Narbonne,France,D402,,,43.21306,2.352028,,Diocesan,Gaucelin de Jean,Gancelin Jean,1337,1346,,,Latin,,,,,"Paris BnF lat 1613, fols 78-81v",,,,[MF 2267] [R 62981] ,Reviewed ,Digital MS,,,,
168,1358,1358,,,,,Castres,Castres,Bourges,France,D382,,,43.6,2.25,,Diocesan,,,,,,,,,,,,"BnF lat 1592A, fols 1-65v",,,,[MF 945] [R 57655]  [downloaded from BnF],Not Started,,,,,
169,1281,1281,,,,,Chalon-sur-Saône,Chalon-sur-Saône,Lyon,France,D398,,,46.780556,4.852778,,Diocesan,Guillaume du Blé,,1273,1294,,,Latin,,,,,"BnF lat 18340, fols 1r-13r",,,,,Reviewed ,Digital MS,,,,
170,1393,1393,4,23,,,Chalons-sur-Marne,Chalons-sur-Marne,Reims,France,D425,,,48.9575,4.365,,Diocesan,Charles de Poitiers,,,,Yes,,Latin,,,,,,,"Martene, Thes, IV, coll. 667-72","Gousset, APER II, 614-616",,Reviewed ,GoogleBooksData Capture,,,,
171,1325,1325,,,,,Chartres,Chartres,Sens,France,D457,,,48.455847,1.484184,,Diocesan,Robert de Joigny,,,,,,Latin,,,,,,,"Martene, Vet Script, 7, coll 1364-66",,,Reviewed ,GoogleBooksData Capture,,,,
172,1355,1355,,,,,Chartres,Chartres,Sens,France,D457,,,48.455847,1.484184,,Diocesan,Louis de Vaucemain,,,,,,Latin,,,,,,,"Martene, Vet Script, 7, coll 1366-67",,,Reviewed ,GoogleBooksData Capture,,,,
173,1360,1355x1368,,,Yes,"a copy was made in 1368, giving the terminus ante quem",Chartres,Chartres,Sens,France,D457,,,48.455847,1.484184,,Diocesan,Jean d'Anguerant,,1360,1368,,,Latin,,,,,,,"Jusselin, Chartres, 99-109","Martene, Vet Script, 7, coll 1367-69",Copy made in 1368 by J. Jacquelin,Reviewed ,Hard Copy Scan,,,,
174,1268,1268,,,,,Clermont,Clermont,Bourges,France,D376,,,45.783088,3.082352,,Liber Synodalis,,,,,,,Latin,,,,,,,"Avril Statuts VI, 39-74","Mansi 23, cols 1185-1214",,Reviewed ,Hard Copy Scan,Yes,"Missing passages supplied from earlier texts (especially Synodal de l'Ouest), as indicated in edition.",,
175,1280,1280 (ca.),,,Yes,"reissued in 1364, it seems",Saint-Lizier,Couserans,Auch,France,D359,,,43.002778,1.1375,,Diocesan,,,,,,,Latin,,,,,,,"Mansi, 24, coll 329-334","Mansi, Suppl. t. 3, coll. 55-60","For 1364 reissue, see Montfaucon, Bibliotheca bibliothecarum, II, 1157-59, nota ad finem; http://books.google.com/books?id=l8hxQdOgPMcC",Reviewed ,GoogleBooksData Capture,,,,
176,1275,1263x1286,,,Yes,misdated to 1267 in Mansi;,Aix,,"Arles, Aix-en-Provence, Embrun",France,,,,43.526304,5.445429,location uncertain; held together by all three archbishops of the county of Provence,Provincial,Jacques II Sérène,,1263,1286,,,Latin,,,,,,,"Martene, Thes, IV, col. 187-90",,,Reviewed ,GoogleBooksData Capture,,,"Kay, ""Hostiensis and some provincial councils of Embrun,"" for dating of text and archepiscopal reign (at n. 31)",
177,1310,1303x1318 ,,,Yes,,Digne,Digne,Embrun,France,D388,,,44.093333,6.236389,,Diocesan,Raynaudus Porcelleti,Raynaud de Porcellet,,,,,Latin,,,,,"Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 1, fol V-XII,","Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 467, fol V-XII",,, [IRHT MF 07960]/  MF 07207,Reviewed ,Digital MS,,"Transcription of 1 G 001 checked against 1 G 467, a diplomatic transcription made by Canon Bondil of Digne (1790-1870)","Kay, ""Hostiensis and some Provincial Councils of Embrun"", for discussion of MSS",
178,1326,1326,,,,,Elne,Elne,Narbonne,France,D404,,,42.5997,2.971014,,Diocesan,Bérenger Bajule,,,,,,,,,,,"Perpignan BM 79, fol. 74-87v",,,,[IRHT MF 06995],Not Started,Digital MS,,,,
179,1327,1327,,,,,Elne,Elne,Narbonne,France,D404,,,42.5997,2.971014,,Diocesan,,,,,,,,,,,,"Perpignan BM 79, fol. 90-91",,,,[IRHT MF 06995],Not Started,Digital MS,,,,
180,1276,1276,,,,,Fréjus,Fréjus,Aix,France,D332,,,43.43299,6.736984,,Diocesan,,,,,,,,,Yes,,,"Marseille, Arch dep., H Fonds de St Victor, C 158 ",,,,"vidimus of 1412, with date of 1277",,,,,,
181,1275,1252x1313,,,Yes, date of the MS as terminus ante quem,Fréjus,Fréjus,Aix,France,D332,,,43.43299,6.736984,,Liber Synodalis,,,,,,,,,Yes,,,"Liber Sinodalis: Bibl. du Grand Séminaire de la Castille (Var), fol. 2-39v",,,,"Liber Synodalis; contact bibliotheque@domaine-castille.fr to see whether it can still be located (details in Boyer article; 14th-c MS, 56ff)",,,,,,
